dt,Country,Region,Deaths,CumulativeDeaths,Confirm,CumulativeConfirm
2020-03-21,AO,AFRO,0,0,2,2
2020-03-22,AO,AFRO,0,0,0,2
2020-03-23,AO,AFRO,0,0,0,2
2020-03-24,AO,AFRO,0,0,0,2
2020-03-25,AO,AFRO,0,0,0,2
2020-03-26,AO,AFRO,0,0,0,2
2020-03-27,AO,AFRO,0,0,0,2
2020-03-28,AO,AFRO,0,0,0,2
2020-03-29,AO,AFRO,0,0,0,2
2020-03-30,AO,AFRO,0,0,0,2
2020-03-31,AO,AFRO,1,1,5,7
2020-04-01,AO,AFRO,1,2,0,7
2020-04-02,AO,AFRO,0,2,1,8
2020-04-03,AO,AFRO,0,2,0,8
2020-04-04,AO,AFRO,0,2,2,10
2020-04-05,AO,AFRO,0,2,0,10
2020-04-06,AO,AFRO,0,2,4,14
2020-04-07,AO,AFRO,0,2,2,16
2020-04-08,AO,AFRO,0,2,1,17
2020-04-09,AO,AFRO,0,2,2,19
2020-04-10,AO,AFRO,0,2,0,19
2020-04-11,AO,AFRO,0,2,0,19
2020-04-12,AO,AFRO,0,2,0,19
2020-04-13,AO,AFRO,0,2,0,19
2020-04-14,AO,AFRO,0,2,0,19
2020-04-15,AO,AFRO,0,2,0,19
2020-04-16,AO,AFRO,0,2,0,19
2020-04-17,AO,AFRO,0,2,0,19
2020-04-18,AO,AFRO,0,2,0,19
2020-04-19,AO,AFRO,0,2,0,19
2020-04-20,AO,AFRO,0,2,0,19
2020-04-21,AO,AFRO,0,2,5,24
2020-04-22,AO,AFRO,0,2,0,24
2020-04-23,AO,AFRO,0,2,0,24
2020-04-24,AO,AFRO,0,2,1,25
2020-04-25,AO,AFRO,0,2,0,25
2020-04-26,AO,AFRO,0,2,0,25
2020-04-27,AO,AFRO,0,2,1,26
2020-04-28,AO,AFRO,0,2,1,27
2020-04-29,AO,AFRO,0,2,0,27
2020-04-30,AO,AFRO,0,2,0,27
2020-05-01,AO,AFRO,0,2,0,27
2020-05-02,AO,AFRO,0,2,2,29
2020-05-03,AO,AFRO,0,2,6,35
2020-05-04,AO,AFRO,0,2,0,35
2020-05-05,AO,AFRO,0,2,0,35
2020-05-06,AO,AFRO,0,2,1,36
2020-05-07,AO,AFRO,0,2,0,36
2020-05-08,AO,AFRO,0,2,0,36
2020-05-09,AO,AFRO,0,2,0,36
2020-05-10,AO,AFRO,0,2,7,43
2020-05-11,AO,AFRO,0,2,2,45
2020-05-12,AO,AFRO,0,2,0,45
2020-05-13,AO,AFRO,0,2,0,45
2020-05-14,AO,AFRO,0,2,0,45
2020-05-15,AO,AFRO,0,2,3,48
2020-05-16,AO,AFRO,0,2,0,48
2020-05-17,AO,AFRO,0,2,0,48
2020-05-18,AO,AFRO,0,2,0,48
2020-05-19,AO,AFRO,0,2,2,50
2020-05-20,AO,AFRO,1,3,2,52
2020-05-21,AO,AFRO,0,3,6,58
2020-05-22,AO,AFRO,0,3,2,60
2020-05-23,AO,AFRO,0,3,0,60
2020-05-24,AO,AFRO,0,3,0,60
2020-05-25,AO,AFRO,1,4,9,69
2020-05-26,AO,AFRO,0,4,0,69
2020-05-27,AO,AFRO,0,4,2,71
2020-05-28,AO,AFRO,0,4,0,71
2020-05-29,AO,AFRO,0,4,2,73
2020-05-30,AO,AFRO,0,4,8,81
2020-05-31,AO,AFRO,0,4,3,84
2020-06-01,AO,AFRO,0,4,2,86
2020-06-02,AO,AFRO,0,4,0,86
2020-06-03,AO,AFRO,0,4,0,86
2020-06-04,AO,AFRO,0,4,0,86
2020-06-05,AO,AFRO,0,4,0,86
2020-06-06,AO,AFRO,0,4,0,86
2020-06-07,AO,AFRO,0,4,0,86
2020-06-08,AO,AFRO,0,4,5,91
2020-06-09,AO,AFRO,0,4,1,92
2020-06-10,AO,AFRO,0,4,4,96
2020-06-11,AO,AFRO,0,4,17,113
2020-06-12,AO,AFRO,1,5,5,118
2020-06-13,AO,AFRO,0,5,12,130
2020-06-14,AO,AFRO,1,6,8,138
2020-06-15,AO,AFRO,0,6,2,140
2020-06-16,AO,AFRO,0,6,2,142
2020-06-17,AO,AFRO,0,6,0,142
2020-06-18,AO,AFRO,1,7,13,155
2020-06-19,AO,AFRO,1,8,11,166
2020-06-20,AO,AFRO,0,8,0,166
2020-06-21,AO,AFRO,0,8,6,172
2020-06-22,AO,AFRO,1,9,4,176
2020-06-23,AO,AFRO,0,9,7,183
2020-06-24,AO,AFRO,1,10,6,189
2020-06-25,AO,AFRO,0,10,8,197
2020-06-26,AO,AFRO,0,10,15,212
2020-06-27,AO,AFRO,0,10,0,212
2020-06-28,AO,AFRO,0,10,47,259
2020-06-29,AO,AFRO,1,11,8,267
2020-06-30,AO,AFRO,0,11,9,276
2020-07-01,AO,AFRO,2,13,8,284
2020-07-02,AO,AFRO,2,15,7,291
2020-07-03,AO,AFRO,2,17,24,315
2020-07-04,AO,AFRO,1,18,13,328
2020-07-05,AO,AFRO,1,19,18,346
2020-07-06,AO,AFRO,0,19,7,353
2020-07-07,AO,AFRO,0,19,0,353
2020-07-08,AO,AFRO,2,21,33,386
2020-07-09,AO,AFRO,1,22,10,396
2020-07-10,AO,AFRO,1,23,62,458
2020-07-11,AO,AFRO,0,23,4,462
2020-07-12,AO,AFRO,2,25,21,483
2020-07-13,AO,AFRO,1,26,23,506
2020-07-14,AO,AFRO,0,26,19,525
2020-07-15,AO,AFRO,0,26,16,541
2020-07-16,AO,AFRO,1,27,35,576
2020-07-17,AO,AFRO,1,28,31,607
2020-07-18,AO,AFRO,1,29,31,638
2020-07-19,AO,AFRO,0,29,49,687
2020-07-20,AO,AFRO,0,29,18,705
2020-07-21,AO,AFRO,0,29,44,749
2020-07-22,AO,AFRO,1,30,30,779
2020-07-23,AO,AFRO,3,33,33,812
2020-07-24,AO,AFRO,0,33,39,851
2020-07-25,AO,AFRO,2,35,29,880
2020-07-26,AO,AFRO,0,35,0,880
2020-03-26,AI,AMRO,0,0,2,2
2020-03-27,AI,AMRO,0,0,0,2
2020-03-28,AI,AMRO,0,0,0,2
2020-03-29,AI,AMRO,0,0,0,2
2020-03-30,AI,AMRO,0,0,0,2
2020-03-31,AI,AMRO,0,0,0,2
2020-04-01,AI,AMRO,0,0,0,2
2020-04-02,AI,AMRO,0,0,0,2
2020-04-03,AI,AMRO,0,0,0,2
2020-04-04,AI,AMRO,0,0,1,3
2020-04-05,AI,AMRO,0,0,0,3
2020-04-06,AI,AMRO,0,0,0,3
2020-04-07,AI,AMRO,0,0,0,3
2020-04-08,AI,AMRO,0,0,0,3
2020-04-09,AI,AMRO,0,0,0,3
2020-04-10,AI,AMRO,0,0,0,3
2020-04-11,AI,AMRO,0,0,0,3
2020-04-12,AI,AMRO,0,0,0,3
2020-04-13,AI,AMRO,0,0,0,3
2020-04-14,AI,AMRO,0,0,0,3
2020-04-15,AI,AMRO,0,0,0,3
2020-04-16,AI,AMRO,0,0,0,3
2020-04-17,AI,AMRO,0,0,0,3
2020-04-18,AI,AMRO,0,0,0,3
2020-04-19,AI,AMRO,0,0,0,3
2020-04-20,AI,AMRO,0,0,0,3
2020-04-21,AI,AMRO,0,0,0,3
2020-04-22,AI,AMRO,0,0,0,3
2020-04-23,AI,AMRO,0,0,0,3
2020-04-24,AI,AMRO,0,0,0,3
2020-04-25,AI,AMRO,0,0,0,3
2020-04-26,AI,AMRO,0,0,0,3
2020-04-27,AI,AMRO,0,0,0,3
2020-04-28,AI,AMRO,0,0,0,3
2020-04-29,AI,AMRO,0,0,0,3
2020-04-30,AI,AMRO,0,0,0,3
2020-05-01,AI,AMRO,0,0,0,3
2020-05-02,AI,AMRO,0,0,0,3
2020-05-03,AI,AMRO,0,0,0,3
2020-05-04,AI,AMRO,0,0,0,3
2020-05-05,AI,AMRO,0,0,0,3
2020-05-06,AI,AMRO,0,0,0,3
2020-05-07,AI,AMRO,0,0,0,3
2020-05-08,AI,AMRO,0,0,0,3
2020-05-09,AI,AMRO,0,0,0,3
2020-05-10,AI,AMRO,0,0,0,3
2020-05-11,AI,AMRO,0,0,0,3
2020-05-12,AI,AMRO,0,0,0,3
2020-05-13,AI,AMRO,0,0,0,3
2020-05-14,AI,AMRO,0,0,0,3
2020-05-15,AI,AMRO,0,0,0,3
2020-05-16,AI,AMRO,0,0,0,3
2020-05-17,AI,AMRO,0,0,0,3
2020-05-18,AI,AMRO,0,0,0,3
2020-05-19,AI,AMRO,0,0,0,3
2020-05-20,AI,AMRO,0,0,0,3
2020-05-21,AI,AMRO,0,0,0,3
2020-05-22,AI,AMRO,0,0,0,3
2020-05-23,AI,AMRO,0,0,0,3
2020-05-24,AI,AMRO,0,0,0,3
2020-05-25,AI,AMRO,0,0,0,3
2020-05-26,AI,AMRO,0,0,0,3
2020-05-27,AI,AMRO,0,0,0,3
2020-05-28,AI,AMRO,0,0,0,3
2020-05-29,AI,AMRO,0,0,0,3
2020-05-30,AI,AMRO,0,0,0,3
2020-05-31,AI,AMRO,0,0,0,3
2020-06-01,AI,AMRO,0,0,0,3
2020-06-02,AI,AMRO,0,0,0,3
2020-06-03,AI,AMRO,0,0,0,3
2020-06-04,AI,AMRO,0,0,0,3
2020-06-05,AI,AMRO,0,0,0,3
2020-06-06,AI,AMRO,0,0,0,3
2020-06-07,AI,AMRO,0,0,0,3
2020-06-08,AI,AMRO,0,0,0,3
2020-06-09,AI,AMRO,0,0,0,3
2020-06-10,AI,AMRO,0,0,0,3
2020-06-11,AI,AMRO,0,0,0,3
2020-06-12,AI,AMRO,0,0,0,3
2020-06-13,AI,AMRO,0,0,0,3
2020-06-14,AI,AMRO,0,0,0,3
2020-06-15,AI,AMRO,0,0,0,3
2020-06-16,AI,AMRO,0,0,0,3
2020-06-17,AI,AMRO,0,0,0,3
2020-06-18,AI,AMRO,0,0,0,3
2020-06-19,AI,AMRO,0,0,0,3
2020-06-20,AI,AMRO,0,0,0,3
2020-06-21,AI,AMRO,0,0,0,3
2020-06-22,AI,AMRO,0,0,0,3
2020-06-23,AI,AMRO,0,0,0,3
2020-06-24,AI,AMRO,0,0,0,3
2020-06-25,AI,AMRO,0,0,0,3
2020-06-26,AI,AMRO,0,0,0,3
2020-06-27,AI,AMRO,0,0,0,3
2020-06-28,AI,AMRO,0,0,0,3
2020-06-29,AI,AMRO,0,0,0,3
2020-06-30,AI,AMRO,0,0,0,3
2020-07-01,AI,AMRO,0,0,0,3
2020-07-02,AI,AMRO,0,0,0,3
2020-07-03,AI,AMRO,0,0,0,3
2020-07-04,AI,AMRO,0,0,0,3
2020-07-05,AI,AMRO,0,0,0,3
2020-07-06,AI,AMRO,0,0,0,3
2020-07-07,AI,AMRO,0,0,0,3
2020-07-08,AI,AMRO,0,0,0,3
2020-07-09,AI,AMRO,0,0,0,3
2020-07-10,AI,AMRO,0,0,0,3
2020-07-11,AI,AMRO,0,0,0,3
2020-07-12,AI,AMRO,0,0,0,3
2020-07-13,AI,AMRO,0,0,0,3
2020-07-14,AI,AMRO,0,0,0,3
2020-07-15,AI,AMRO,0,0,0,3
2020-07-16,AI,AMRO,0,0,0,3
2020-07-17,AI,AMRO,0,0,0,3
2020-07-18,AI,AMRO,0,0,0,3
2020-07-19,AI,AMRO,0,0,0,3
2020-07-20,AI,AMRO,0,0,0,3
2020-07-21,AI,AMRO,0,0,0,3
2020-07-22,AI,AMRO,0,0,0,3
2020-07-23,AI,AMRO,0,0,0,3
2020-07-24,AI,AMRO,0,0,0,3
2020-07-25,AI,AMRO,0,0,0,3
2020-07-26,AI,AMRO,0,0,0,3
2020-03-13,AG,AMRO,0,0,1,1
2020-03-14,AG,AMRO,0,0,0,1
2020-03-15,AG,AMRO,0,0,0,1
2020-03-16,AG,AMRO,0,0,0,1
2020-03-17,AG,AMRO,0,0,0,1
2020-03-18,AG,AMRO,0,0,0,1
2020-03-19,AG,AMRO,0,0,0,1
2020-03-20,AG,AMRO,0,0,0,1
2020-03-21,AG,AMRO,0,0,0,1
2020-03-22,AG,AMRO,0,0,0,1
2020-03-23,AG,AMRO,0,0,0,1
2020-03-24,AG,AMRO,0,0,2,3
2020-03-25,AG,AMRO,0,0,0,3
2020-03-26,AG,AMRO,0,0,0,3
2020-03-27,AG,AMRO,0,0,0,3
2020-03-28,AG,AMRO,0,0,4,7
2020-03-29,AG,AMRO,0,0,0,7
2020-03-30,AG,AMRO,0,0,0,7
2020-03-31,AG,AMRO,0,0,0,7
2020-04-01,AG,AMRO,0,0,0,7
2020-04-02,AG,AMRO,0,0,0,7
2020-04-03,AG,AMRO,0,0,0,7
2020-04-04,AG,AMRO,0,0,0,7
2020-04-05,AG,AMRO,0,0,0,7
2020-04-06,AG,AMRO,0,0,0,7
2020-04-07,AG,AMRO,0,0,8,15
2020-04-08,AG,AMRO,0,0,0,15
2020-04-09,AG,AMRO,2,2,4,19
2020-04-10,AG,AMRO,0,2,0,19
2020-04-11,AG,AMRO,0,2,0,19
2020-04-12,AG,AMRO,0,2,2,21
2020-04-13,AG,AMRO,0,2,0,21
2020-04-14,AG,AMRO,0,2,2,23
2020-04-15,AG,AMRO,0,2,0,23
2020-04-16,AG,AMRO,0,2,0,23
2020-04-17,AG,AMRO,0,2,0,23
2020-04-18,AG,AMRO,0,2,0,23
2020-04-19,AG,AMRO,0,2,0,23
2020-04-20,AG,AMRO,1,3,0,23
2020-04-21,AG,AMRO,0,3,0,23
2020-04-22,AG,AMRO,0,3,0,23
2020-04-23,AG,AMRO,0,3,1,24
2020-04-24,AG,AMRO,0,3,0,24
2020-04-25,AG,AMRO,0,3,0,24
2020-04-26,AG,AMRO,0,3,0,24
2020-04-27,AG,AMRO,0,3,0,24
2020-04-28,AG,AMRO,0,3,0,24
2020-04-29,AG,AMRO,0,3,0,24
2020-04-30,AG,AMRO,0,3,0,24
2020-05-01,AG,AMRO,0,3,0,24
2020-05-02,AG,AMRO,0,3,0,24
2020-05-03,AG,AMRO,0,3,0,24
2020-05-04,AG,AMRO,0,3,1,25
2020-05-05,AG,AMRO,0,3,0,25
2020-05-06,AG,AMRO,0,3,0,25
2020-05-07,AG,AMRO,0,3,0,25
2020-05-08,AG,AMRO,0,3,0,25
2020-05-09,AG,AMRO,0,3,0,25
2020-05-10,AG,AMRO,0,3,0,25
2020-05-11,AG,AMRO,0,3,0,25
2020-05-12,AG,AMRO,0,3,0,25
2020-05-13,AG,AMRO,0,3,0,25
2020-05-14,AG,AMRO,0,3,0,25
2020-05-15,AG,AMRO,0,3,0,25
2020-05-16,AG,AMRO,0,3,0,25
2020-05-17,AG,AMRO,0,3,0,25
2020-05-18,AG,AMRO,0,3,0,25
2020-05-19,AG,AMRO,0,3,0,25
2020-05-20,AG,AMRO,0,3,0,25
2020-05-21,AG,AMRO,0,3,0,25
2020-05-22,AG,AMRO,0,3,0,25
2020-05-23,AG,AMRO,0,3,0,25
2020-05-24,AG,AMRO,0,3,0,25
2020-05-25,AG,AMRO,0,3,0,25
2020-05-26,AG,AMRO,0,3,0,25
2020-05-27,AG,AMRO,0,3,0,25
2020-05-28,AG,AMRO,0,3,0,25
2020-05-29,AG,AMRO,0,3,0,25
2020-05-30,AG,AMRO,0,3,0,25
2020-05-31,AG,AMRO,0,3,0,25
2020-06-01,AG,AMRO,0,3,0,25
2020-06-02,AG,AMRO,0,3,0,25
2020-06-03,AG,AMRO,0,3,0,25
2020-06-04,AG,AMRO,0,3,0,25
2020-06-05,AG,AMRO,0,3,0,25
2020-06-06,AG,AMRO,0,3,0,25
2020-06-07,AG,AMRO,0,3,0,25
2020-06-08,AG,AMRO,0,3,0,25
2020-06-09,AG,AMRO,0,3,0,25
2020-06-10,AG,AMRO,0,3,0,25
2020-06-11,AG,AMRO,0,3,0,25
2020-06-12,AG,AMRO,0,3,0,25
2020-06-13,AG,AMRO,0,3,0,25
2020-06-14,AG,AMRO,0,3,1,26
2020-06-15,AG,AMRO,0,3,0,26
2020-06-16,AG,AMRO,0,3,0,26
2020-06-17,AG,AMRO,0,3,0,26
2020-06-18,AG,AMRO,0,3,0,26
2020-06-19,AG,AMRO,0,3,0,26
2020-06-20,AG,AMRO,0,3,0,26
2020-06-21,AG,AMRO,0,3,0,26
2020-06-22,AG,AMRO,0,3,0,26
2020-06-23,AG,AMRO,0,3,0,26
2020-06-24,AG,AMRO,0,3,0,26
2020-06-25,AG,AMRO,0,3,0,26
2020-06-26,AG,AMRO,0,3,0,26
2020-06-27,AG,AMRO,0,3,0,26
2020-06-28,AG,AMRO,0,3,0,26
2020-06-29,AG,AMRO,0,3,39,65
2020-06-30,AG,AMRO,0,3,0,65
2020-07-01,AG,AMRO,0,3,1,66
2020-07-02,AG,AMRO,0,3,0,66
2020-07-03,AG,AMRO,0,3,2,68
2020-07-04,AG,AMRO,0,3,0,68
2020-07-05,AG,AMRO,0,3,0,68
2020-07-06,AG,AMRO,0,3,0,68
2020-07-07,AG,AMRO,0,3,0,68
2020-07-08,AG,AMRO,0,3,2,70
2020-07-09,AG,AMRO,0,3,0,70
2020-07-10,AG,AMRO,0,3,3,73
2020-07-11,AG,AMRO,0,3,0,73
2020-07-12,AG,AMRO,0,3,1,74
2020-07-13,AG,AMRO,0,3,0,74
2020-07-14,AG,AMRO,0,3,0,74
2020-07-15,AG,AMRO,0,3,0,74
2020-07-16,AG,AMRO,0,3,0,74
2020-07-17,AG,AMRO,0,3,0,74
2020-07-18,AG,AMRO,0,3,0,74
2020-07-19,AG,AMRO,0,3,2,76
2020-07-20,AG,AMRO,0,3,0,76
2020-07-21,AG,AMRO,0,3,0,76
2020-07-22,AG,AMRO,0,3,0,76
2020-07-23,AG,AMRO,0,3,0,76
2020-07-24,AG,AMRO,0,3,0,76
2020-07-25,AG,AMRO,0,3,0,76
2020-07-26,AG,AMRO,0,3,6,82
2020-03-03,AR,AMRO,0,0,1,1
2020-03-04,AR,AMRO,0,0,0,1
2020-03-05,AR,AMRO,0,0,0,1
2020-03-06,AR,AMRO,0,0,1,2
2020-03-07,AR,AMRO,1,1,7,9
2020-03-08,AR,AMRO,0,1,3,12
2020-03-09,AR,AMRO,0,1,0,12
2020-03-10,AR,AMRO,0,1,0,12
2020-03-11,AR,AMRO,0,1,5,17
2020-03-12,AR,AMRO,0,1,2,19
2020-03-13,AR,AMRO,0,1,12,31
2020-03-14,AR,AMRO,1,2,14,45
2020-03-15,AR,AMRO,0,2,0,45
2020-03-16,AR,AMRO,0,2,11,56
2020-03-17,AR,AMRO,0,2,9,65
2020-03-18,AR,AMRO,0,2,32,97
2020-03-19,AR,AMRO,0,2,0,97
2020-03-20,AR,AMRO,1,3,31,128
2020-03-21,AR,AMRO,0,3,30,158
2020-03-22,AR,AMRO,0,3,0,158
2020-03-23,AR,AMRO,1,4,67,225
2020-03-24,AR,AMRO,0,4,76,301
2020-03-25,AR,AMRO,0,4,0,301
2020-03-26,AR,AMRO,4,8,201,502
2020-03-27,AR,AMRO,0,8,0,502
2020-03-28,AR,AMRO,4,12,87,589
2020-03-29,AR,AMRO,5,17,101,690
2020-03-30,AR,AMRO,2,19,55,745
2020-03-31,AR,AMRO,1,20,75,820
2020-04-01,AR,AMRO,4,24,146,966
2020-04-02,AR,AMRO,3,27,88,1054
2020-04-03,AR,AMRO,4,31,79,1133
2020-04-04,AR,AMRO,6,37,132,1265
2020-04-05,AR,AMRO,5,42,88,1353
2020-04-06,AR,AMRO,2,44,98,1451
2020-04-07,AR,AMRO,2,46,103,1554
2020-04-08,AR,AMRO,7,53,74,1628
2020-04-09,AR,AMRO,7,60,87,1715
2020-04-10,AR,AMRO,7,67,80,1795
2020-04-11,AR,AMRO,12,79,134,1929
2020-04-12,AR,AMRO,3,82,46,1975
2020-04-13,AR,AMRO,0,82,0,1975
2020-04-14,AR,AMRO,13,95,277,2252
2020-04-15,AR,AMRO,6,101,84,2336
2020-04-16,AR,AMRO,7,108,141,2477
2020-04-17,AR,AMRO,7,115,121,2598
2020-04-18,AR,AMRO,7,122,96,2694
2020-04-19,AR,AMRO,7,129,90,2784
2020-04-20,AR,AMRO,3,132,55,2839
2020-04-21,AR,AMRO,4,136,121,2960
2020-04-22,AR,AMRO,9,145,113,3073
2020-04-23,AR,AMRO,7,152,124,3197
2020-04-24,AR,AMRO,7,159,143,3340
2020-04-25,AR,AMRO,8,167,139,3479
2020-04-26,AR,AMRO,12,179,222,3701
2020-04-27,AR,AMRO,0,179,137,3838
2020-04-28,AR,AMRO,13,192,54,3892
2020-04-29,AR,AMRO,5,197,127,4019
2020-04-30,AR,AMRO,10,207,182,4201
2020-05-01,AR,AMRO,8,215,103,4304
2020-05-02,AR,AMRO,5,220,172,4476
2020-05-03,AR,AMRO,9,229,56,4532
2020-05-04,AR,AMRO,12,241,149,4681
2020-05-05,AR,AMRO,9,250,118,4799
2020-05-06,AR,AMRO,12,262,123,4922
2020-05-07,AR,AMRO,2,264,154,5076
2020-05-08,AR,AMRO,11,275,229,5305
2020-05-09,AR,AMRO,14,289,225,5530
2020-05-10,AR,AMRO,8,297,150,5680
2020-05-11,AR,AMRO,3,300,244,5924
2020-05-12,AR,AMRO,5,305,110,6034
2020-05-13,AR,AMRO,12,317,244,6278
2020-05-14,AR,AMRO,4,321,285,6563
2020-05-15,AR,AMRO,24,345,410,6973
2020-05-16,AR,AMRO,8,353,161,7134
2020-05-17,AR,AMRO,10,363,345,7479
2020-05-18,AR,AMRO,3,366,326,7805
2020-05-19,AR,AMRO,7,373,263,8068
2020-05-20,AR,AMRO,9,382,303,8371
2020-05-21,AR,AMRO,11,393,438,8809
2020-05-22,AR,AMRO,10,403,474,9283
2020-05-23,AR,AMRO,16,419,648,9931
2020-05-24,AR,AMRO,20,439,718,10649
2020-05-25,AR,AMRO,6,445,704,11353
2020-05-26,AR,AMRO,7,452,723,12076
2020-05-27,AR,AMRO,19,471,552,12628
2020-05-28,AR,AMRO,21,492,600,13228
2020-05-29,AR,AMRO,9,501,705,13933
2020-05-30,AR,AMRO,9,510,769,14702
2020-05-31,AR,AMRO,0,510,0,14702
2020-06-01,AR,AMRO,20,530,1512,16214
2020-06-02,AR,AMRO,11,541,637,16851
2020-06-03,AR,AMRO,19,560,564,17415
2020-06-04,AR,AMRO,10,570,904,18319
2020-06-05,AR,AMRO,18,588,949,19268
2020-06-06,AR,AMRO,27,615,929,20197
2020-06-07,AR,AMRO,27,642,840,21037
2020-06-08,AR,AMRO,14,656,983,22020
2020-06-09,AR,AMRO,14,670,774,22794
2020-06-10,AR,AMRO,28,698,826,23620
2020-06-11,AR,AMRO,19,717,1141,24761
2020-06-12,AR,AMRO,24,741,1226,25987
2020-06-13,AR,AMRO,31,772,1386,27373
2020-06-14,AR,AMRO,30,802,1391,28764
2020-06-15,AR,AMRO,17,819,1531,30295
2020-06-16,AR,AMRO,23,842,1282,31577
2020-06-17,AR,AMRO,20,862,1208,32785
2020-06-18,AR,AMRO,24,886,1374,34159
2020-06-19,AR,AMRO,43,929,1393,35552
2020-06-20,AR,AMRO,25,954,1958,37510
2020-06-21,AR,AMRO,25,979,2060,39570
2020-06-22,AR,AMRO,13,992,1634,41204
2020-06-23,AR,AMRO,24,1016,1581,42785
2020-06-24,AR,AMRO,33,1049,2146,44931
2020-06-25,AR,AMRO,36,1085,2285,47216
2020-06-26,AR,AMRO,39,1124,2635,49851
2020-06-27,AR,AMRO,43,1167,2606,52457
2020-06-28,AR,AMRO,25,1192,2886,55343
2020-06-29,AR,AMRO,25,1217,2401,57744
2020-06-30,AR,AMRO,28,1245,2189,59933
2020-07-01,AR,AMRO,38,1283,2335,62268
2020-07-02,AR,AMRO,27,1310,2262,64530
2020-07-03,AR,AMRO,53,1363,2667,67197
2020-07-04,AR,AMRO,40,1403,2744,69941
2020-07-05,AR,AMRO,50,1453,2845,72786
2020-07-06,AR,AMRO,37,1490,2590,75376
2020-07-07,AR,AMRO,33,1523,2439,77815
2020-07-08,AR,AMRO,79,1602,2632,80447
2020-07-09,AR,AMRO,52,1654,2979,83426
2020-07-10,AR,AMRO,53,1707,3604,87030
2020-07-11,AR,AMRO,42,1749,3663,90693
2020-07-12,AR,AMRO,38,1787,3367,94060
2020-07-13,AR,AMRO,31,1818,3449,97509
2020-07-14,AR,AMRO,41,1859,2657,100166
2020-07-15,AR,AMRO,67,1926,3099,103265
2020-07-16,AR,AMRO,61,1987,3645,106910
2020-07-17,AR,AMRO,85,2072,4250,111160
2020-07-18,AR,AMRO,61,2133,3623,114783
2020-07-19,AR,AMRO,71,2204,4518,119301
2020-07-20,AR,AMRO,42,2246,3223,122524
2020-07-21,AR,AMRO,35,2281,4231,126755
2020-07-22,AR,AMRO,145,2426,4019,130774
2020-07-23,AR,AMRO,80,2506,5344,136118
2020-07-24,AR,AMRO,111,2617,5782,141900
2020-07-25,AR,AMRO,105,2722,6127,148027
2020-07-26,AR,AMRO,125,2847,5493,153520
2020-03-01,AM,EURO,0,0,1,1
2020-03-02,AM,EURO,0,0,0,1
2020-03-03,AM,EURO,0,0,0,1
2020-03-04,AM,EURO,0,0,0,1
2020-03-05,AM,EURO,0,0,0,1
2020-03-06,AM,EURO,0,0,0,1
2020-03-07,AM,EURO,0,0,0,1
2020-03-08,AM,EURO,0,0,0,1
2020-03-09,AM,EURO,0,0,0,1
2020-03-10,AM,EURO,0,0,0,1
2020-03-11,AM,EURO,0,0,0,1
2020-03-12,AM,EURO,0,0,0,1
2020-03-13,AM,EURO,0,0,7,8
2020-03-14,AM,EURO,0,0,0,8
2020-03-15,AM,EURO,0,0,18,26
2020-03-16,AM,EURO,0,0,26,52
2020-03-17,AM,EURO,0,0,0,52
2020-03-18,AM,EURO,0,0,32,84
2020-03-19,AM,EURO,0,0,38,122
2020-03-20,AM,EURO,0,0,14,136
2020-03-21,AM,EURO,0,0,24,160
2020-03-22,AM,EURO,0,0,0,160
2020-03-23,AM,EURO,0,0,30,190
2020-03-24,AM,EURO,0,0,45,235
2020-03-25,AM,EURO,0,0,30,265
2020-03-26,AM,EURO,0,0,25,290
2020-03-27,AM,EURO,1,1,39,329
2020-03-28,AM,EURO,0,1,43,372
2020-03-29,AM,EURO,2,3,52,424
2020-03-30,AM,EURO,0,3,58,482
2020-03-31,AM,EURO,0,3,0,482
2020-04-01,AM,EURO,0,3,50,532
2020-04-02,AM,EURO,0,3,39,571
2020-04-03,AM,EURO,1,4,69,640
2020-04-04,AM,EURO,3,7,96,736
2020-04-05,AM,EURO,0,7,10,746
2020-04-06,AM,EURO,0,7,0,746
2020-04-07,AM,EURO,1,8,87,833
2020-04-08,AM,EURO,0,8,44,877
2020-04-09,AM,EURO,2,10,44,921
2020-04-10,AM,EURO,1,11,16,937
2020-04-11,AM,EURO,0,11,0,937
2020-04-12,AM,EURO,2,13,76,1013
2020-04-13,AM,EURO,1,14,26,1039
2020-04-14,AM,EURO,0,14,0,1039
2020-04-15,AM,EURO,2,16,28,1067
2020-04-16,AM,EURO,2,18,68,1135
2020-04-17,AM,EURO,0,18,24,1159
2020-04-18,AM,EURO,1,19,42,1201
2020-04-19,AM,EURO,1,20,47,1248
2020-04-20,AM,EURO,0,20,43,1291
2020-04-21,AM,EURO,2,22,48,1339
2020-04-22,AM,EURO,2,24,38,1377
2020-04-23,AM,EURO,0,24,96,1473
2020-04-24,AM,EURO,0,24,50,1523
2020-04-25,AM,EURO,3,27,73,1596
2020-04-26,AM,EURO,1,28,150,1746
2020-04-27,AM,EURO,1,29,62,1808
2020-04-28,AM,EURO,1,30,59,1867
2020-04-29,AM,EURO,0,30,65,1932
2020-04-30,AM,EURO,2,32,134,2066
2020-05-01,AM,EURO,1,33,82,2148
2020-05-02,AM,EURO,0,33,125,2273
2020-05-03,AM,EURO,2,35,113,2386
2020-05-04,AM,EURO,4,39,121,2507
2020-05-05,AM,EURO,1,40,112,2619
2020-05-06,AM,EURO,0,40,163,2782
