dt,Country,Region,Deaths,CumulativeDeaths,Confirm,CumulativeConfirm
2020-04-11,CL,AMRO,8,65,529,6501
2020-04-12,CL,AMRO,8,73,426,6927
2020-04-13,CL,AMRO,7,80,286,7213
2020-04-14,CL,AMRO,2,82,312,7525
2020-04-15,CL,AMRO,10,92,392,7917
2020-04-16,CL,AMRO,2,94,356,8273
2020-04-17,CL,AMRO,11,105,534,8807
2020-04-18,CL,AMRO,11,116,445,9252
2020-04-19,CL,AMRO,10,126,478,9730
2020-04-20,CL,AMRO,7,133,358,10088
2020-04-21,CL,AMRO,6,139,419,10507
2020-04-22,CL,AMRO,8,147,325,10832
2020-04-23,CL,AMRO,13,160,464,11296
2020-04-24,CL,AMRO,8,168,516,11812
2020-04-25,CL,AMRO,6,174,494,12306
2020-04-26,CL,AMRO,7,181,552,12858
2020-04-27,CL,AMRO,8,189,473,13331
2020-04-28,CL,AMRO,9,198,482,13813
2020-04-29,CL,AMRO,9,207,552,14365
2020-04-30,CL,AMRO,9,216,520,14885
2020-05-01,CL,AMRO,11,227,1138,16023
2020-05-02,CL,AMRO,7,234,985,17008
2020-05-03,CL,AMRO,13,247,1427,18435
2020-05-04,CL,AMRO,13,260,1228,19663
2020-05-05,CL,AMRO,10,270,980,20643
2020-05-06,CL,AMRO,5,275,1373,22016
2020-05-07,CL,AMRO,6,281,1032,23048
2020-05-08,CL,AMRO,4,285,1533,24581
2020-05-09,CL,AMRO,9,294,1391,25972
2020-05-10,CL,AMRO,10,304,1247,27219
2020-05-11,CL,AMRO,8,312,1647,28866
2020-05-12,CL,AMRO,11,323,1197,30063
2020-05-13,CL,AMRO,12,335,1658,31721
2020-05-14,CL,AMRO,11,346,2660,34381
2020-05-15,CL,AMRO,22,368,2659,37040
2020-05-16,CL,AMRO,0,368,0,37040
2020-05-17,CL,AMRO,53,421,4388,41428
2020-05-18,CL,AMRO,29,450,2353,43781
2020-05-19,CL,AMRO,28,478,2278,46059
2020-05-20,CL,AMRO,0,478,0,46059
2020-05-21,CL,AMRO,66,544,7558,53617
2020-05-22,CL,AMRO,0,544,0,53617
2020-05-23,CL,AMRO,86,630,8240,61857
2020-05-24,CL,AMRO,43,673,3536,65393
2020-05-25,CL,AMRO,45,718,3709,69102
2020-05-26,CL,AMRO,43,761,4895,73997
2020-05-27,CL,AMRO,45,806,3964,77961
2020-05-28,CL,AMRO,35,841,4328,82289
2020-05-29,CL,AMRO,49,890,4654,86943
2020-05-30,CL,AMRO,54,944,3695,90638
2020-05-31,CL,AMRO,53,997,4220,94858
2020-06-01,CL,AMRO,57,1054,4830,99688
2020-06-02,CL,AMRO,59,1113,5471,105159
2020-06-03,CL,AMRO,75,1188,3527,108686
2020-06-04,CL,AMRO,87,1275,4942,113628
2020-06-05,CL,AMRO,81,1356,4664,118292
2020-06-06,CL,AMRO,92,1448,4207,122499
2020-06-07,CL,AMRO,93,1541,5246,127745
2020-06-08,CL,AMRO,96,1637,6405,134150
2020-06-09,CL,AMRO,627,2264,4696,138846
2020-06-10,CL,AMRO,19,2283,3913,142759
2020-06-11,CL,AMRO,192,2475,5737,148496
2020-06-12,CL,AMRO,173,2648,5596,154092
2020-06-13,CL,AMRO,222,2870,6754,160846
2020-06-14,CL,AMRO,231,3101,6509,167355
2020-06-15,CL,AMRO,222,3323,6938,174293
2020-06-16,CL,AMRO,39,3362,5143,179436
2020-06-17,CL,AMRO,21,3383,5013,184449
2020-06-18,CL,AMRO,232,3615,36179,220628
2020-06-19,CL,AMRO,226,3841,4475,225103
2020-06-20,CL,AMRO,252,4093,6290,231393
2020-06-21,CL,AMRO,202,4295,5355,236748
2020-06-22,CL,AMRO,184,4479,5607,242355
2020-06-23,CL,AMRO,23,4502,4608,246963
2020-06-24,CL,AMRO,3,4505,3804,250767
2020-06-25,CL,AMRO,226,4731,3649,254416
2020-06-26,CL,AMRO,172,4903,4648,259064
2020-06-27,CL,AMRO,165,5068,4296,263360
2020-06-28,CL,AMRO,279,5347,4406,267766
2020-06-29,CL,AMRO,162,5509,4216,271982
2020-06-30,CL,AMRO,66,5575,4017,275999
2020-07-01,CL,AMRO,113,5688,3394,279393
2020-07-02,CL,AMRO,65,5753,2650,282043
2020-07-03,CL,AMRO,167,5920,2498,284541
2020-07-04,CL,AMRO,131,6051,3548,288089
2020-07-05,CL,AMRO,141,6192,3758,291847
2020-07-06,CL,AMRO,116,6308,3685,295532
2020-07-07,CL,AMRO,76,6384,3025,298557
2020-07-08,CL,AMRO,50,6434,2462,301019
2020-07-09,CL,AMRO,139,6573,2064,303083
2020-07-10,CL,AMRO,109,6682,3133,306216
2020-07-11,CL,AMRO,99,6781,3058,309274
2020-07-12,CL,AMRO,100,6881,2755,312029
2020-07-13,CL,AMRO,98,6979,3012,315041
2020-07-14,CL,AMRO,45,7024,2616,317657
2020-07-15,CL,AMRO,45,7069,1836,319493
2020-07-16,CL,AMRO,117,7186,1712,321205
2020-07-17,CL,AMRO,104,7290,2493,323698
2020-07-18,CL,AMRO,1057,8347,2841,326539
2020-07-19,CL,AMRO,98,8445,2307,328846
2020-07-20,CL,AMRO,58,8503,2084,330930
2020-07-21,CL,AMRO,130,8633,2099,333029
2020-07-22,CL,AMRO,44,8677,1654,334683
2020-07-23,CL,AMRO,45,8722,1719,336402
2020-07-24,CL,AMRO,116,8838,2357,338759
2020-07-25,CL,AMRO,76,8914,2545,341304
2020-07-26,CL,AMRO,106,9020,2288,343592
2020-01-11,CN,WPRO,1,1,41,41
2020-01-12,CN,WPRO,0,1,0,41
2020-01-13,CN,WPRO,0,1,0,41
2020-01-14,CN,WPRO,0,1,0,41
2020-01-15,CN,WPRO,0,1,0,41
2020-01-16,CN,WPRO,0,1,0,41
2020-01-17,CN,WPRO,1,2,4,45
2020-01-18,CN,WPRO,0,2,17,62
2020-01-19,CN,WPRO,1,3,59,121
2020-01-20,CN,WPRO,1,4,77,198
2020-01-21,CN,WPRO,2,6,93,291
2020-01-22,CN,WPRO,3,9,152,443
2020-01-23,CN,WPRO,8,17,131,574
2020-01-24,CN,WPRO,8,25,261,835
2020-01-25,CN,WPRO,16,41,462,1297
2020-01-26,CN,WPRO,15,56,688,1985
2020-01-27,CN,WPRO,24,80,776,2761
2020-01-28,CN,WPRO,26,106,1772,4533
2020-01-29,CN,WPRO,26,132,1462,5995
2020-01-30,CN,WPRO,38,170,1741,7736
2020-01-31,CN,WPRO,43,213,1984,9720
2020-02-01,CN,WPRO,46,259,2101,11821
2020-02-02,CN,WPRO,45,304,2590,14411
2020-02-03,CN,WPRO,57,361,2827,17238
2020-02-04,CN,WPRO,64,425,3233,20471
2020-02-05,CN,WPRO,66,491,3892,24363
2020-02-06,CN,WPRO,73,564,3697,28060
2020-02-07,CN,WPRO,73,637,3151,31211
2020-02-08,CN,WPRO,86,723,3387,34598
2020-02-09,CN,WPRO,89,812,2653,37251
2020-02-10,CN,WPRO,97,909,2985,40236
2020-02-11,CN,WPRO,108,1017,2472,42708
2020-02-12,CN,WPRO,97,1114,2022,44730
2020-02-13,CN,WPRO,254,1368,15152,59882
2020-02-14,CN,WPRO,13,1381,4050,63932
2020-02-15,CN,WPRO,143,1524,2644,66576
2020-02-16,CN,WPRO,142,1666,2008,68584
2020-02-17,CN,WPRO,106,1772,2051,70635
2020-02-18,CN,WPRO,98,1870,1893,72528
2020-02-19,CN,WPRO,136,2006,1751,74279
2020-02-20,CN,WPRO,115,2121,396,74675
2020-02-21,CN,WPRO,118,2239,892,75567
2020-02-22,CN,WPRO,109,2348,825,76392
2020-02-23,CN,WPRO,97,2445,649,77041
2020-02-24,CN,WPRO,150,2595,221,77262
2020-02-25,CN,WPRO,71,2666,517,77779
2020-02-26,CN,WPRO,52,2718,411,78190
2020-02-27,CN,WPRO,29,2747,440,78630
2020-02-28,CN,WPRO,44,2791,329,78959
2020-02-29,CN,WPRO,47,2838,430,79389
2020-03-01,CN,WPRO,35,2873,579,79968
2020-03-02,CN,WPRO,42,2915,206,80174
2020-03-03,CN,WPRO,31,2946,128,80302
2020-03-04,CN,WPRO,38,2984,120,80422
2020-03-05,CN,WPRO,31,3015,143,80565
2020-03-06,CN,WPRO,30,3045,146,80711
2020-03-07,CN,WPRO,28,3073,102,80813
2020-03-08,CN,WPRO,27,3100,46,80859
2020-03-09,CN,WPRO,23,3123,45,80904
2020-03-10,CN,WPRO,17,3140,20,80924
2020-03-11,CN,WPRO,22,3162,31,80955
2020-03-12,CN,WPRO,11,3173,26,80981
2020-03-13,CN,WPRO,7,3180,10,80991
2020-03-14,CN,WPRO,14,3194,30,81021
2020-03-15,CN,WPRO,10,3204,27,81048
2020-03-16,CN,WPRO,14,3218,29,81077
2020-03-17,CN,WPRO,13,3231,39,81116
2020-03-18,CN,WPRO,11,3242,58,81174
2020-03-19,CN,WPRO,11,3253,126,81300
2020-03-20,CN,WPRO,8,3261,116,81416
2020-03-21,CN,WPRO,6,3267,82,81498
2020-03-22,CN,WPRO,0,3267,1,81499
2020-03-23,CN,WPRO,9,3276,104,81603
2020-03-24,CN,WPRO,7,3283,164,81767
2020-03-25,CN,WPRO,4,3287,102,81869
2020-03-26,CN,WPRO,6,3293,92,81961
2020-03-27,CN,WPRO,5,3298,132,82093
2020-03-28,CN,WPRO,3,3301,120,82213
2020-03-29,CN,WPRO,5,3306,128,82341
2020-03-30,CN,WPRO,4,3310,114,82455
2020-03-31,CN,WPRO,4,3314,90,82545
2020-04-01,CN,WPRO,7,3321,93,82638
2020-04-02,CN,WPRO,6,3327,86,82724
2020-04-03,CN,WPRO,4,3331,78,82802
2020-04-04,CN,WPRO,4,3335,73,82875
2020-04-05,CN,WPRO,3,3338,55,82930
2020-04-06,CN,WPRO,2,3340,75,83005
2020-04-07,CN,WPRO,0,3340,66,83071
2020-04-08,CN,WPRO,2,3342,90,83161
2020-04-09,CN,WPRO,2,3344,88,83249
2020-04-10,CN,WPRO,1,3345,56,83305
2020-04-11,CN,WPRO,4,3349,78,83383
2020-04-12,CN,WPRO,0,3349,102,83485
2020-04-13,CN,WPRO,2,3351,112,83597
2020-04-14,CN,WPRO,0,3351,99,83696
2020-04-15,CN,WPRO,1,3352,51,83747
2020-04-16,CN,WPRO,0,3352,50,83797
2020-04-17,CN,WPRO,1290,4642,352,84149
2020-04-18,CN,WPRO,0,4642,31,84180
2020-04-19,CN,WPRO,0,4642,43,84223
2020-04-20,CN,WPRO,0,4642,16,84239
2020-04-21,CN,WPRO,0,4642,14,84253
2020-04-22,CN,WPRO,0,4642,35,84288
2020-04-23,CN,WPRO,0,4642,15,84303
2020-04-24,CN,WPRO,0,4642,9,84312
2020-04-25,CN,WPRO,0,4642,12,84324
2020-04-26,CN,WPRO,0,4642,14,84338
2020-04-27,CN,WPRO,1,4643,3,84341
2020-04-28,CN,WPRO,0,4643,6,84347
2020-04-29,CN,WPRO,0,4643,22,84369
2020-04-30,CN,WPRO,0,4643,4,84373
2020-05-01,CN,WPRO,0,4643,12,84385
2020-05-02,CN,WPRO,0,4643,6,84391
2020-05-03,CN,WPRO,0,4643,2,84393
2020-05-04,CN,WPRO,0,4643,8,84401
2020-05-05,CN,WPRO,0,4643,3,84404
2020-05-06,CN,WPRO,0,4643,2,84406
2020-05-07,CN,WPRO,0,4643,3,84409
2020-05-08,CN,WPRO,0,4643,6,84415
2020-05-09,CN,WPRO,0,4643,1,84416
2020-05-10,CN,WPRO,0,4643,14,84430
2020-05-11,CN,WPRO,0,4643,20,84450
2020-05-12,CN,WPRO,1,4644,1,84451
2020-05-13,CN,WPRO,0,4644,7,84458
2020-05-14,CN,WPRO,0,4644,6,84464
2020-05-15,CN,WPRO,0,4644,5,84469
2020-05-16,CN,WPRO,0,4644,9,84478
2020-05-17,CN,WPRO,1,4645,6,84484
2020-05-18,CN,WPRO,0,4645,10,84494
2020-05-19,CN,WPRO,0,4645,6,84500
2020-05-20,CN,WPRO,0,4645,5,84505
2020-05-21,CN,WPRO,0,4645,2,84507
2020-05-22,CN,WPRO,0,4645,13,84520
2020-05-23,CN,WPRO,0,4645,2,84522
2020-05-24,CN,WPRO,0,4645,3,84525
2020-05-25,CN,WPRO,0,4645,11,84536
2020-05-26,CN,WPRO,0,4645,7,84543
2020-05-27,CN,WPRO,0,4645,1,84544
2020-05-28,CN,WPRO,0,4645,3,84547
2020-05-29,CN,WPRO,0,4645,0,84547
2020-05-30,CN,WPRO,0,4645,18,84565
2020-05-31,CN,WPRO,0,4645,5,84570
2020-06-01,CN,WPRO,0,4645,18,84588
2020-06-02,CN,WPRO,0,4645,9,84597
2020-06-03,CN,WPRO,0,4645,5,84602
2020-06-04,CN,WPRO,0,4645,1,84603
2020-06-05,CN,WPRO,0,4645,11,84614
2020-06-06,CN,WPRO,0,4645,6,84620
2020-06-07,CN,WPRO,0,4645,9,84629
2020-06-08,CN,WPRO,0,4645,5,84634
2020-06-09,CN,WPRO,0,4645,4,84638
2020-06-10,CN,WPRO,0,4645,3,84641
2020-06-11,CN,WPRO,0,4645,11,84652
2020-06-12,CN,WPRO,0,4645,7,84659
2020-06-13,CN,WPRO,0,4645,12,84671
2020-06-14,CN,WPRO,0,4645,58,84729
2020-06-15,CN,WPRO,0,4645,49,84778
2020-06-16,CN,WPRO,0,4645,45,84823
2020-06-17,CN,WPRO,0,4645,44,84867
2020-06-18,CN,WPRO,0,4645,36,84903
2020-06-19,CN,WPRO,0,4645,37,84940
2020-06-20,CN,WPRO,0,4645,30,84970
2020-06-21,CN,WPRO,1,4646,27,84997
2020-06-22,CN,WPRO,0,4646,21,85018
2020-06-23,CN,WPRO,0,4646,52,85070
2020-06-24,CN,WPRO,1,4647,28,85098
2020-06-25,CN,WPRO,0,4647,21,85119
2020-06-26,CN,WPRO,1,4648,29,85148
2020-06-27,CN,WPRO,0,4648,24,85172
2020-06-28,CN,WPRO,0,4648,18,85190
2020-06-29,CN,WPRO,0,4648,14,85204
2020-06-30,CN,WPRO,0,4648,23,85227
2020-07-01,CN,WPRO,0,4648,5,85232
2020-07-02,CN,WPRO,0,4648,31,85263
2020-07-03,CN,WPRO,0,4648,15,85278
2020-07-04,CN,WPRO,0,4648,9,85287
2020-07-05,CN,WPRO,0,4648,19,85306
2020-07-06,CN,WPRO,0,4648,14,85320
2020-07-07,CN,WPRO,0,4648,25,85345
2020-07-08,CN,WPRO,0,4648,21,85366
2020-07-09,CN,WPRO,0,4648,33,85399
2020-07-10,CN,WPRO,0,4648,46,85445
2020-07-11,CN,WPRO,0,4648,42,85487
2020-07-12,CN,WPRO,0,4648,35,85522
2020-07-13,CN,WPRO,0,4648,46,85568
2020-07-14,CN,WPRO,1,4649,55,85623
2020-07-15,CN,WPRO,0,4649,54,85677
2020-07-16,CN,WPRO,2,4651,20,85697
2020-07-17,CN,WPRO,0,4651,78,85775
2020-07-18,CN,WPRO,1,4652,82,85857
2020-07-19,CN,WPRO,1,4653,80,85937
2020-07-20,CN,WPRO,0,4653,131,86068
2020-07-21,CN,WPRO,0,4653,84,86152
2020-07-22,CN,WPRO,2,4655,74,86226
2020-07-23,CN,WPRO,0,4655,135,86361
2020-07-24,CN,WPRO,1,4656,139,86500
2020-07-25,CN,WPRO,1,4657,160,86660
2020-07-26,CN,WPRO,2,4659,179,86839
2020-03-06,CO,AMRO,0,0,1,1
2020-03-07,CO,AMRO,0,0,0,1
2020-03-08,CO,AMRO,0,0,0,1
2020-03-09,CO,AMRO,0,0,0,1
2020-03-10,CO,AMRO,0,0,2,3
2020-03-11,CO,AMRO,0,0,0,3
2020-03-12,CO,AMRO,0,0,6,9
2020-03-13,CO,AMRO,0,0,7,16
2020-03-14,CO,AMRO,0,0,8,24
2020-03-15,CO,AMRO,0,0,0,24
2020-03-16,CO,AMRO,0,0,10,34
2020-03-17,CO,AMRO,0,0,11,45
2020-03-18,CO,AMRO,0,0,48,93
2020-03-19,CO,AMRO,0,0,15,108
2020-03-20,CO,AMRO,0,0,37,145
2020-03-21,CO,AMRO,0,0,51,196
2020-03-22,CO,AMRO,0,0,0,196
2020-03-23,CO,AMRO,2,2,0,196
2020-03-24,CO,AMRO,1,3,110,306
2020-03-25,CO,AMRO,0,3,0,306
2020-03-26,CO,AMRO,1,4,164,470
2020-03-27,CO,AMRO,0,4,0,470
2020-03-28,CO,AMRO,2,6,21,491
2020-03-29,CO,AMRO,0,6,48,539
2020-03-30,CO,AMRO,0,6,69,608
2020-03-31,CO,AMRO,4,10,94,702
2020-04-01,CO,AMRO,4,14,96,798
2020-04-02,CO,AMRO,2,16,108,906
2020-04-03,CO,AMRO,1,17,159,1065
2020-04-04,CO,AMRO,2,19,96,1161
2020-04-05,CO,AMRO,6,25,106,1267
2020-04-06,CO,AMRO,7,32,139,1406
2020-04-07,CO,AMRO,3,35,79,1485
2020-04-08,CO,AMRO,11,46,94,1579
2020-04-09,CO,AMRO,4,50,201,1780
2020-04-10,CO,AMRO,5,55,274,2054
2020-04-11,CO,AMRO,14,69,169,2223
2020-04-12,CO,AMRO,11,80,250,2473
2020-04-13,CO,AMRO,20,100,236,2709
2020-04-14,CO,AMRO,9,109,67,2776
2020-04-15,CO,AMRO,3,112,76,2852
2020-04-16,CO,AMRO,15,127,127,2979
2020-04-17,CO,AMRO,4,131,126,3105
2020-04-18,CO,AMRO,13,144,128,3233
2020-04-19,CO,AMRO,9,153,206,3439
2020-04-20,CO,AMRO,13,166,182,3621
2020-04-21,CO,AMRO,13,179,171,3792
2020-04-22,CO,AMRO,10,189,185,3977
2020-04-23,CO,AMRO,7,196,172,4149
2020-04-24,CO,AMRO,10,206,207,4356
2020-04-25,CO,AMRO,9,215,205,4561
2020-04-26,CO,AMRO,10,225,320,4881
2020-04-27,CO,AMRO,8,233,261,5142
2020-04-28,CO,AMRO,11,244,237,5379
2020-04-29,CO,AMRO,9,253,218,5597
2020-04-30,CO,AMRO,16,269,352,5949
2020-05-01,CO,AMRO,9,278,262,6211
2020-05-02,CO,AMRO,15,293,296,6507
2020-05-03,CO,AMRO,21,314,499,7006
2020-05-04,CO,AMRO,10,324,279,7285
2020-05-05,CO,AMRO,16,340,383,7668
2020-05-06,CO,AMRO,18,358,305,7973
2020-05-07,CO,AMRO,20,378,640,8613
2020-05-08,CO,AMRO,19,397,346,8959
2020-05-09,CO,AMRO,10,407,497,9456
2020-05-10,CO,AMRO,21,428,595,10051
2020-05-11,CO,AMRO,17,445,444,10495
2020-05-12,CO,AMRO,18,463,568,11063
2020-05-13,CO,AMRO,16,479,550,11613
2020-05-14,CO,AMRO,14,493,659,12272
2020-05-15,CO,AMRO,16,509,658,12930
2020-05-16,CO,AMRO,16,525,680,13610
2020-05-17,CO,AMRO,21,546,606,14216
2020-05-18,CO,AMRO,16,562,723,14939
2020-05-19,CO,AMRO,12,574,635,15574
2020-05-20,CO,AMRO,18,592,721,16295
2020-05-21,CO,AMRO,21,613,640,16935
2020-05-22,CO,AMRO,17,630,752,17687
2020-05-23,CO,AMRO,22,652,643,18330
2020-05-24,CO,AMRO,30,682,801,19131
2020-05-25,CO,AMRO,23,705,1046,20177
2020-05-26,CO,AMRO,22,727,998,21175
2020-05-27,CO,AMRO,23,750,806,21981
2020-05-28,CO,AMRO,26,776,1022,23003
2020-05-29,CO,AMRO,27,803,1101,24104
2020-05-30,CO,AMRO,19,822,1262,25366
2020-05-31,CO,AMRO,31,853,1322,26688
2020-06-01,CO,AMRO,37,890,1548,28236
2020-06-02,CO,AMRO,49,939,1147,29383
2020-06-03,CO,AMRO,30,969,1110,30493
2020-06-04,CO,AMRO,40,1009,1340,31833
2020-06-05,CO,AMRO,36,1045,1521,33354
2020-06-06,CO,AMRO,42,1087,1766,35120
2020-06-07,CO,AMRO,58,1145,1515,36635
2020-06-08,CO,AMRO,60,1205,1392,38027
2020-06-09,CO,AMRO,54,1259,1209,39236
2020-06-10,CO,AMRO,49,1308,1483,40719
2020-06-11,CO,AMRO,64,1372,1359,42078
2020-06-12,CO,AMRO,61,1433,1604,43682
2020-06-13,CO,AMRO,55,1488,1530,45212
2020-06-14,CO,AMRO,57,1545,1646,46858
2020-06-15,CO,AMRO,47,1592,1888,48746
2020-06-16,CO,AMRO,75,1667,2193,50939
2020-06-17,CO,AMRO,59,1726,2124,53063
2020-06-18,CO,AMRO,75,1801,1868,54931
2020-06-19,CO,AMRO,63,1864,2115,57046
2020-06-20,CO,AMRO,86,1950,3171,60217
2020-06-21,CO,AMRO,95,2045,3059,63276
2020-06-22,CO,AMRO,81,2126,2357,65633
2020-06-23,CO,AMRO,111,2237,3019,68652
2020-06-24,CO,AMRO,73,2310,2531,71183
2020-06-25,CO,AMRO,94,2404,2389,73572
2020-06-26,CO,AMRO,87,2491,3541,77113
2020-06-27,CO,AMRO,163,2654,3486,80599
2020-06-28,CO,AMRO,157,2811,3843,84442
2020-06-29,CO,AMRO,128,2939,4149,88591
2020-06-30,CO,AMRO,167,3106,3178,91769
2020-07-01,CO,AMRO,117,3223,3274,95043
2020-07-02,CO,AMRO,111,3334,2803,97846
2020-07-03,CO,AMRO,136,3470,4163,102009
2020-07-04,CO,AMRO,171,3641,4101,106110
2020-07-05,CO,AMRO,136,3777,3395,109505
2020-07-06,CO,AMRO,165,3942,3884,113389
2020-07-07,CO,AMRO,122,4064,3721,117110
2020-07-08,CO,AMRO,146,4210,3171,120281
2020-07-09,CO,AMRO,149,4359,4213,124494
2020-07-10,CO,AMRO,168,4527,4144,128638
2020-07-11,CO,AMRO,187,4714,5335,133973
2020-07-12,CO,AMRO,211,4925,6803,140776
2020-07-13,CO,AMRO,194,5119,4586,145362
2020-07-14,CO,AMRO,188,5307,5083,150445
2020-07-15,CO,AMRO,148,5455,3832,154277
2020-07-16,CO,AMRO,170,5625,5621,159898
2020-07-17,CO,AMRO,189,5814,5271,165169
2020-07-18,CO,AMRO,215,6029,8037,173206
2020-07-19,CO,AMRO,259,6288,8934,182140
2020-07-20,CO,AMRO,228,6516,8560,190700
2020-07-21,CO,AMRO,220,6736,6578,197278
2020-07-22,CO,AMRO,193,6929,6727,204005
2020-07-23,CO,AMRO,237,7166,7033,211038
2020-07-24,CO,AMRO,207,7373,7390,218428
2020-07-25,CO,AMRO,315,7688,7945,226373
2020-07-26,CO,AMRO,287,7975,7168,233541
2020-05-01,KM,AFRO,0,0,1,1
2020-05-02,KM,AFRO,0,0,0,1
2020-05-03,KM,AFRO,0,0,2,3
2020-05-04,KM,AFRO,0,0,0,3
2020-05-05,KM,AFRO,1,1,1,4
2020-05-06,KM,AFRO,0,1,0,4
2020-05-07,KM,AFRO,0,1,4,8
2020-05-08,KM,AFRO,0,1,0,8
2020-05-09,KM,AFRO,0,1,0,8
2020-05-10,KM,AFRO,0,1,3,11
2020-05-11,KM,AFRO,0,1,0,11
2020-05-12,KM,AFRO,0,1,0,11
2020-05-13,KM,AFRO,0,1,0,11
2020-05-14,KM,AFRO,0,1,0,11
2020-05-15,KM,AFRO,0,1,0,11
2020-05-16,KM,AFRO,0,1,0,11
2020-05-17,KM,AFRO,0,1,0,11
2020-05-18,KM,AFRO,0,1,0,11
2020-05-19,KM,AFRO,0,1,0,11
2020-05-20,KM,AFRO,0,1,23,34
2020-05-21,KM,AFRO,0,1,0,34
2020-05-22,KM,AFRO,0,1,0,34
2020-05-23,KM,AFRO,0,1,0,34
2020-05-24,KM,AFRO,0,1,0,34
2020-05-25,KM,AFRO,0,1,9,43
2020-05-26,KM,AFRO,0,1,0,43
2020-05-27,KM,AFRO,0,1,0,43
2020-05-28,KM,AFRO,1,2,0,43
2020-05-29,KM,AFRO,0,2,0,43
2020-05-30,KM,AFRO,0,2,0,43
2020-05-31,KM,AFRO,0,2,0,43
2020-06-01,KM,AFRO,0,2,19,62
2020-06-02,KM,AFRO,0,2,0,62
2020-06-03,KM,AFRO,0,2,0,62
2020-06-04,KM,AFRO,0,2,0,62
2020-06-05,KM,AFRO,0,2,0,62
2020-06-06,KM,AFRO,0,2,0,62
2020-06-07,KM,AFRO,0,2,35,97
2020-06-08,KM,AFRO,0,2,0,97
2020-06-09,KM,AFRO,0,2,0,97
2020-06-10,KM,AFRO,0,2,0,97
2020-06-11,KM,AFRO,0,2,65,162
2020-06-12,KM,AFRO,0,2,0,162
2020-06-13,KM,AFRO,0,2,1,163
2020-06-14,KM,AFRO,0,2,13,176
2020-06-15,KM,AFRO,0,2,0,176
2020-06-16,KM,AFRO,0,2,0,176
2020-06-17,KM,AFRO,1,3,21,197
2020-06-18,KM,AFRO,0,3,0,197
2020-06-19,KM,AFRO,2,5,13,210
2020-06-20,KM,AFRO,0,5,0,210
2020-06-21,KM,AFRO,0,5,37,247
2020-06-22,KM,AFRO,0,5,0,247
2020-06-23,KM,AFRO,0,5,0,247
2020-06-24,KM,AFRO,2,7,18,265
2020-06-25,KM,AFRO,0,7,0,265
2020-06-26,KM,AFRO,0,7,7,272
2020-06-27,KM,AFRO,0,7,0,272
2020-06-28,KM,AFRO,0,7,0,272
2020-06-29,KM,AFRO,0,7,21,293
2020-06-30,KM,AFRO,0,7,0,293
2020-07-01,KM,AFRO,0,7,10,303
2020-07-02,KM,AFRO,0,7,0,303
2020-07-03,KM,AFRO,0,7,0,303
2020-07-04,KM,AFRO,0,7,6,309
2020-07-05,KM,AFRO,0,7,0,309
2020-07-06,KM,AFRO,0,7,2,311
2020-07-07,KM,AFRO,0,7,0,311
2020-07-08,KM,AFRO,0,7,2,313
2020-07-09,KM,AFRO,0,7,0,313
2020-07-10,KM,AFRO,0,7,0,313
2020-07-11,KM,AFRO,0,7,1,314
2020-07-12,KM,AFRO,0,7,0,314
2020-07-13,KM,AFRO,0,7,3,317
2020-07-14,KM,AFRO,0,7,0,317
2020-07-15,KM,AFRO,0,7,4,321
2020-07-16,KM,AFRO,0,7,0,321
2020-07-17,KM,AFRO,0,7,7,328
2020-07-18,KM,AFRO,0,7,0,328
2020-07-19,KM,AFRO,0,7,0,328
2020-07-20,KM,AFRO,0,7,6,334
2020-07-21,KM,AFRO,0,7,0,334
2020-07-22,KM,AFRO,0,7,3,337
2020-07-23,KM,AFRO,0,7,0,337
2020-07-24,KM,AFRO,0,7,3,340
2020-07-25,KM,AFRO,0,7,0,340
2020-07-26,KM,AFRO,0,7,0,340
2020-03-15,CG,AFRO,0,0,1,1
2020-03-16,CG,AFRO,0,0,0,1
2020-03-17,CG,AFRO,0,0,0,1
2020-03-18,CG,AFRO,0,0,2,3
2020-03-19,CG,AFRO,0,0,0,3
2020-03-20,CG,AFRO,0,0,0,3
2020-03-21,CG,AFRO,0,0,1,4
2020-03-22,CG,AFRO,0,0,0,4
2020-03-23,CG,AFRO,0,0,0,4
2020-03-24,CG,AFRO,0,0,0,4
2020-03-25,CG,AFRO,0,0,0,4
2020-03-26,CG,AFRO,0,0,0,4
2020-03-27,CG,AFRO,0,0,0,4
2020-03-28,CG,AFRO,0,0,15,19
2020-03-29,CG,AFRO,0,0,0,19
2020-03-30,CG,AFRO,0,0,0,19
2020-03-31,CG,AFRO,0,0,0,19
2020-04-01,CG,AFRO,2,2,3,22
2020-04-02,CG,AFRO,0,2,0,22
2020-04-03,CG,AFRO,0,2,19,41
2020-04-04,CG,AFRO,1,3,0,41
2020-04-05,CG,AFRO,2,5,4,45
2020-04-06,CG,AFRO,0,5,0,45
2020-04-07,CG,AFRO,0,5,0,45
2020-04-08,CG,AFRO,0,5,4,49
2020-04-09,CG,AFRO,0,5,11,60
2020-04-10,CG,AFRO,0,5,0,60
2020-04-11,CG,AFRO,0,5,0,60
2020-04-12,CG,AFRO,0,5,0,60
2020-04-13,CG,AFRO,0,5,10,70
2020-04-14,CG,AFRO,0,5,4,74
2020-04-15,CG,AFRO,0,5,0,74
2020-04-16,CG,AFRO,0,5,43,117
2020-04-17,CG,AFRO,0,5,0,117
2020-04-18,CG,AFRO,1,6,26,143
